역사_ID,역사명,호선,위도,경도,구,동
4704,가오리,우이신설선,37.641537,127.016789,강북구,수유동
4703,4.19민주묘지,우이신설선,37.649502,127.013684,강북구,우이동
4702,솔밭공원,우이신설선,37.65603,127.013273,강북구,우이동
4701,북한산우이,우이신설선,37.662909,127.012706,강북구,우이동
4615,탑석,의정부선,37.733579,127.088704,의정부시,용현동
4614,송산,의정부선,37.737279,127.087159,의정부시,용현동
4613,어룡,의정부선,37.742802,127.085035,의정부시,용현동
4612,곤제,의정부선,37.750471,127.083715,의정부시,낙양동
4611,효자,의정부선,37.754025,127.076902,의정부시,신곡동
4610,경기도청북부청사,의정부선,37.75059,127.071495,의정부시,신곡동
4609,새말,의정부선,37.748885,127.06362,의정부시,신곡동
4608,동오,의정부선,37.745271,127.056947,의정부시,신곡동
4607,의정부중앙,의정부선,37.743676,127.049565,의정부시,의정부동
4606,흥선,의정부선,37.743302,127.037023,의정부시,가능동
4605,의정부시청,의정부선,37.739256,127.034781,의정부시,의정부동
4604,경전철의정부,의정부선,37.737202,127.043257,의정부시,의정부동
4603,범골,의정부선,37.728755,127.04353,의정부시,호원동
4602,회룡,의정부선,37.725006,127.047073,의정부시,호원동
4601,발곡,의정부선,37.727048,127.052803,의정부시,신곡동
4517,전대.에버랜드,에버라인선,37.285342,127.219561,용인시 처인구,포곡읍
4515,둔전,에버라인선,37.267051,127.21364,용인시 처인구,포곡읍
4514,보평,에버라인선,37.258965,127.218457,용인시 처인구,유방동
4513,고진,에버라인선,37.24484,127.214251,용인시 처인구,유방동
4512,운동장.송담대,에버라인선,37.237845,127.209198,용인시 처인구,김량장동
4511,김량장,에버라인선,37.237247,127.198781,용인시 처인구,김량장동
4510,명지대,에버라인선,37.237964,127.190294,용인시 처인구,역북동
4509,시청.용인대,에버라인선,37.239151,127.178406,용인시 처인구,삼가동
4508,삼가,에버라인선,37.242115,127.168075,용인시 처인구,삼가동
4506,초당,에버라인선,37.260752,127.159443,용인시 기흥구,중동
4505,동백,에버라인선,37.269043,127.152716,용인시 기흥구,중동
4504,어정,에버라인선,37.274917,127.143714,용인시 기흥구,상하동
4503,지석,에버라인선,37.269606,127.136515,용인시 기흥구,상하동
4502,강남대,에버라인선,37.270161,127.126033,용인시 기흥구,구갈동
4501,기흥,에버라인선,37.275449,127.116665,용인시 기흥구,구갈동
4411,관악산(서울대),신림선,37.4691018,126.9450639,관악구,신림동
4410,서울대벤처타운,신림선,37.4720019,126.9339351,관악구,신림동
4409,서원,신림선,37.4782341,126.9330365,관악구,신림동
4408,신림,신림선,37.4849266,126.9296159,관악구,신림동
4407,당곡,신림선,37.4902998,126.9275133,관악구,봉천동
4406,보라매병원,신림선,37.4929598,126.9234964,동작구,신대방동
4405,보라매공원,신림선,37.4955691,126.9180827,동작구,신대방동
4404,보라매,신림선,37.5002739,126.9204355,영등포구,신길동
4403,서울지방병무청,신림선,37.5060464,126.9227083,영등포구,신길동
4402,대방,신림선,37.5133059,126.9257265,영등포구,신길동
4401,샛강,신림선,37.5170969,126.929399,영등포구,여의도동
4319,광교(경기대),신분당선(연장),37.30211,127.044483,수원시 영통구,이의동
4318,광교중앙(아주대),신분당선(연장),37.288617,127.051478,수원시 영통구,이의동
4317,상현,신분당선(연장),37.297664,127.069342,용인시 수지구,상현동
4316,성복,신분당선(연장),37.313335,127.0801,용인시 수지구,성복동
4315,수지구청,신분당선(연장),37.322702,127.095026,용인시 수지구,풍덕천동
4314,동천,신분당선(연장),37.337928,127.102976,용인시 수지구,동천동
4313,미금,신분당선(연장),37.349982,127.108918,성남시 분당구,구미동
4312,정자,신분당선,37.367098,127.108403,성남시 분당구,정자동
4311,판교,신분당선,37.394761,127.112217,성남시 분당구,백현동
4310,청계산입구,신분당선,37.447211,127.055664,서초구,신원동
4309,양재시민의숲(매헌),신분당선,37.470023,127.03842,서초구,양재동
4308,양재(서초구청),신분당선,37.483809,127.034653,서초구,양재동
4307,강남,신분당선,37.496837,127.028104,서초구,서초동
4306,신논현,신분당선(연장2),37.504598,127.02506,강남구,역삼동
4305,논현,신분당선(연장2),37.511093,127.021415,강남구,논현동
4304,신사,신분당선(연장2),37.516334,127.020114,강남구,논현동
4217,영종,공항철도1호선,37.51202,126.524254,중구,운북동
4215,인천공항2터미널,공항철도1호선,37.460699,126.441442,중구,운서동
4213,인천공항1터미널,공항철도1호선,37.447464,126.452508,중구,운서동
4212,공항화물청사,공항철도1호선,37.459041,126.477516,중구,운서동
4211,운서,공항철도1호선,37.492904,126.49379,중구,운서동
4210,청라국제도시,공항철도1호선,37.556409,126.624648,서구,청라동
4209,검암,공항철도1호선,37.569098,126.674007,서구,검암동
4208,계양,공항철도1호선,37.571662,126.7363,계양구,귤현동
4207,김포공항,공항철도1호선,37.561842,126.801904,강서구,방화동
4206,마곡나루,공항철도1호선,37.565543,126.827378,강서구,마곡동
4204,디지털미디어시티,공항철도1호선,37.576958,126.898609,마포구,상암동
4203,홍대입구,공항철도1호선,37.557438,126.926715,마포구,동교동
4202,공덕,공항철도1호선,37.54253,126.952024,마포구,도화동
4201,서울역,공항철도1호선,37.553247,126.969769,용산구,동자동
4138,중앙보훈병원,9호선(연장),37.529191,127.148739,강동구,둔촌동
4137,둔촌오륜,9호선(연장),37.519683,127.137989,강동구,둔촌동
4136,올림픽공원(한국체대),9호선(연장),37.516269,127.130288,송파구,방이동
4135,한성백제,9호선(연장),37.516404,127.116503,송파구,방이동
4134,송파나루,9호선(연장),37.510372,127.112216,송파구,방이동
4133,석촌,9호선(연장),37.505208,127.10704,송파구,석촌동
4132,석촌고분,9호선(연장),37.502558,127.097033,송파구,석촌동
4131,삼전,9호선(연장),37.504738,127.088025,송파구,잠실동
4130,종합운동장,9호선(연장),37.511426,127.076275,송파구,잠실동
4129,봉은사,9호선(연장),37.514219,127.060245,강남구,삼성동
4128,삼성중앙,9호선(연장),37.513011,127.053282,강남구,삼성동
4127,선정릉,9호선(연장),37.510297,127.043999,강남구,삼성동
4126,언주,9호선(연장),37.507287,127.033868,강남구,역삼동
4125,신논현,9호선,37.504598,127.02506,강남구,역삼동
4124,사평,9호선,37.504206,127.015259,서초구,반포동
4123,고속터미널,9호선,37.50598,127.004403,서초구,반포동
4122,신반포,9호선,37.503415,126.995925,서초구,반포동
4121,구반포,9호선,37.501364,126.987332,서초구,반포동
4120,동작(현충원),9호선,37.502878,126.978153,동작구,동작동
4119,흑석(중앙대입구),9호선,37.50877,126.963708,동작구,흑석동
4118,노들,9호선,37.512887,126.953222,동작구,본동
4117,노량진,9호선,37.513534,126.941005,동작구,노량진동
4116,샛강,9호선,37.517274,126.928422,영등포구,여의도동
4115,여의도,9호선,37.52176,126.92403,영등포구,여의도동
4114,국회의사당,9호선,37.528105,126.917874,영등포구,여의도동
4113,당산,9호선,37.533406,126.902809,영등포구,당산동5가
4112,선유도,9호선,37.53802,126.893525,영등포구,양평동5가
4111,신목동,9호선,37.544277,126.88308,양천구,목동
4110,염창,9호선,37.546936,126.874916,양천구,목동
4109,등촌,9호선,37.550632,126.865689,양천구,목동
4108,증미,9호선,37.557402,126.861939,강서구,등촌동
4107,가양,9호선,37.561391,126.854456,강서구,등촌동
4106,양천향교,9호선,37.568381,126.841333,강서구,가양동
4105,마곡나루,9호선,37.566778,126.82731,강서구,마곡동
4104,신방화,9호선,37.567532,126.816601,강서구,방화동
4103,공항시장,9호선,37.563726,126.810678,강서구,공항동
4102,김포공항,9호선,37.561916,126.802152,강서구,방화동
4101,개화,9호선,37.578608,126.798153,강서구,개화동
3763,석남(거북시장),7호선,37.5062285,126.6762813,서구,석남동
3762,산곡,7호선,37.5086,126.7035277,부평구,산곡동
3761,부평구청,7호선(인천),37.50848,126.72077,부평구,청천동
3760,굴포천,7호선(인천),37.50681,126.73234,부평구,부개동
3759,삼산체육관,7호선(인천),37.50724,126.74179,부평구,삼산동
3758,상동,7호선(인천),37.505814,126.753163,부천시 원미구,상동
3757,부천시청,7호선(인천),37.50444,126.76364,부천시 원미구,중동
3756,신중동,7호선(인천),37.50282,126.77566,부천시 원미구,중동
3755,춘의,7호선(인천),37.50365,126.78828,부천시 원미구,춘의동
3754,부천종합운동장,7호선(인천),37.50502,126.79661,부천시 원미구,춘의동
3753,까치울,7호선(인천),37.50613,126.81093,부천시 원미구,춘의동
3227,운연(서창),인천2호선,37.440127,126.75997,남동구,운연동
3226,인천대공원,인천2호선,37.448769,126.752618,남동구,장수동
3225,남동구청,인천2호선,37.448161,126.736939,남동구,만수동
3224,만수,인천2호선,37.454911,126.732094,남동구,만수동
3223,모래내시장,인천2호선,37.45583,126.719298,남동구,구월동
3222,석천사거리,인천2호선,37.456805,126.709986,남동구,구월동
3221,인천시청,인천2호선,37.456833,126.701306,남동구,간석동
3220,석바위시장,인천2호선,37.457611,126.692575,미추홀구,주안동
3219,시민공원(문화창작지대),인천2호선,37.458335,126.681192,미추홀구,주안동
3218,주안,인천2호선,37.464992,126.679098,미추홀구,주안동
3217,주안국가산단,인천2호선,37.473703,126.68113,미추홀구,주안동
3216,가재울,인천2호선,37.484192,126.683673,서구,가좌동
3215,인천가좌,인천2호선,37.4897,126.675208,서구,가좌동
3214,서부여성회관,인천2호선,37.500168,126.675795,서구,석남동
3213,석남(거북시장),인천2호선,37.506193,126.676203,서구,석남동
3212,가정중앙시장,인천2호선,37.517054,126.676672,서구,가정동
3211,가정(루원시티),인천2호선,37.524649,126.675539,서구,가정동
3210,서구청,인천2호선,37.543742,126.676787,서구,심곡동
3209,아시아드경기장(공촌사거리),인천2호선,37.5517,126.677122,서구,연희동
3208,검바위,인천2호선,37.561405,126.677566,서구,검암동
3207,검암,인천2호선,37.56866,126.675687,서구,검암동
3206,독정,인천2호선,37.585212,126.675844,서구,백석동
3205,완정,인천2호선,37.592928,126.673203,서구,당하동
3204,마전,인천2호선,37.597566,126.666998,서구,마전동
3203,검단사거리,인천2호선,37.60185,126.657108,서구,왕길동
3202,왕길,인천2호선,37.59518,126.642696,서구,왕길동
3201,검단오류(검단산업단지),인천2호선,37.594877,126.627178,서구,오류동
3139,송도달빛축제공원,인천1호선,37.407143,126.62597,연수구,송도동
3138,국제업무지구,인천1호선,37.399907,126.630347,연수구,송도동
3137,센트럴파크,인천1호선,37.393054,126.634729,연수구,송도동
3136,인천대입구,인천1호선,37.386007,126.639484,연수구,송도동
3135,지식정보단지,인천1호선,37.378384,126.645168,연수구,송도동
3134,테크노파크,인천1호선,37.382268,126.656365,연수구,송도동
3133,캠퍼스타운,인천1호선,37.387855,126.661673,연수구,송도동
3132,동막,인천1호선,37.397878,126.674005,남동구,고잔동
3131,동춘,인천1호선,37.404737,126.681015,연수구,동춘동
3130,원인재,인천1호선,37.412333,126.687869,연수구,연수동
3129,신연수,인천1호선,37.41804,126.693863,연수구,연수동
3128,선학,인천1호선,37.426684,126.698863,연수구,선학동
3127,문학경기장,인천1호선,37.434935,126.698579,연수구,선학동
3126,인천터미널,인천1호선,37.442383,126.699706,미추홀구,관교동
3125,예술회관,인천1호선,37.449396,126.701012,남동구,구월동
3124,인천시청,인천1호선,37.457263,126.702143,남동구,간석동
3123,간석오거리,인천1호선,37.467048,126.707938,남동구,간석동
3122,부평삼거리,인천1호선,37.477679,126.710208,부평구,십정동
3121,동수,인천1호선,37.485312,126.718247,부평구,부평동
3120,부평,인천1호선,37.490535,126.723453,부평구,부평동
3119,부평시장,인천1호선,37.498383,126.722244,부평구,부평동
3118,부평구청,인천1호선,37.508407,126.720555,부평구,청천동
3117,갈산,인천1호선,37.517268,126.721514,부평구,청천동
3116,작전,인천1호선,37.530415,126.722527,계양구,작전동
3115,경인교대입구,인천1호선,37.538157,126.722597,계양구,계산동
3114,계산,인천1호선,37.543238,126.728128,계양구,계산동
3113,임학,인천1호선,37.545059,126.738665,계양구,임학동
3112,박촌,인천1호선,37.553703,126.745077,계양구,박촌동
3111,귤현,인천1호선,37.566379,126.742654,계양구,귤현동
3110,계양,인천1호선,37.571449,126.73578,계양구,귤현동
2828,남위례,8호선,37.4624,127.13977,성남시 수정구,복정동
2827,모란,8호선,37.433824,127.129837,성남시 중원구,성남동
2826,수진,8호선,37.437428,127.140722,성남시 중원구,성남동
2825,신흥,8호선,37.440918,127.147564,성남시 수정구,신흥동
2824,단대오거리,8호선,37.44521,127.156866,성남시 중원구,금광동
2823,남한산성입구(성남법원.검찰청),8호선,37.451535,127.159816,성남시 중원구,금광동
2822,산성,8호선,37.457122,127.149908,성남시 수정구,창곡동
2821,복정,8호선,37.471052,127.126732,송파구,장지동
2820,장지,8호선,37.478703,127.126191,송파구,장지동
2819,문정,8호선,37.485855,127.1225,송파구,문정동
2818,가락시장,8호선,37.492888,127.118398,송파구,가락동
2817,송파,8호선,37.499703,127.112183,송파구,가락동
2816,석촌,8호선,37.505557,127.106832,송파구,석촌동
2815,잠실(송파구청),8호선,37.514692,127.104338,송파구,신천동
2814,몽촌토성(평화의문),8호선,37.517409,127.112359,송파구,신천동
2813,강동구청,8호선,37.530341,127.120508,강동구,성내동
2812,천호(풍납토성),8호선,37.538113,127.123254,강동구,성내동
2811,암사,8호선,37.55021,127.127562,강동구,암사동
2761,부평구청,7호선,37.507394,126.721599,부평구,부평동
2760,굴포천,7호선,37.506997,126.73128,부평구,갈산동
2759,삼산체육관,7호선,37.506411,126.742153,부평구,부개동
2758,상동,7호선,37.505781,126.753083,부천시 원미구,상동
2757,부천시청,7호선,37.504631,126.763538,부천시 원미구,중동
2756,신중동,7호선,37.503048,126.77596,부천시 원미구,중동
2755,춘의,7호선,37.503663,126.787036,부천시 원미구,춘의동
2754,부천종합운동장,7호선,37.50538,126.797337,부천시 원미구,춘의동
2753,까치울,7호선,37.506207,126.810939,부천시 원미구,춘의동
2752,온수(성공회대입구),7호선,37.492092,126.823023,구로구,온수동
2751,천왕,7호선,37.486637,126.838713,구로구,천왕동
2750,광명사거리,7호선,37.479252,126.854876,광명시,광명동
2749,철산,7호선,37.47605,126.867911,광명시,철산동
2748,가산디지털단지,7호선,37.480338,126.882656,금천구,가산동
2747,남구로,7호선,37.486056,126.887249,구로구,구로동
2746,대림(구로구청),7호선,37.493013,126.897075,영등포구,대림동
2745,신풍,7호선,37.50008,126.90993,영등포구,신길동
2744,보라매,7호선,37.499872,126.920428,동작구,대방동
2743,신대방삼거리,7호선,37.499701,126.928276,동작구,대방동
2742,장승배기,7호선,37.504898,126.93915,동작구,상도동
2741,상도,7호선,37.502834,126.94791,동작구,상도1동
2740,숭실대입구(살피재),7호선,37.496029,126.953822,동작구,상도동
2739,남성,7호선,37.484596,126.971251,동작구,사당동
2738,이수,7호선,37.485196,126.981605,동작구,사당동
2737,내방,7호선,37.487618,126.993513,서초구,방배동
2736,고속터미널,7호선,37.503367,127.005068,서초구,반포동
2735,반포,7호선,37.508178,127.011727,서초구,반포동
2734,논현,7호선,37.511093,127.021415,강남구,논현동
2733,학동,7호선,37.514229,127.031656,강남구,논현동
2732,강남구청,7호선,37.517179,127.041255,강남구,논현동
2731,청담,7호선,37.519365,127.05335,강남구,삼성동
2730,뚝섬유원지,7호선,37.53154,127.066704,광진구,자양동
2729,건대입구,7호선,37.540786,127.071011,광진구,화양동
2728,어린이대공원(세종대),7호선,37.548014,127.074658,광진구,능동
2727,군자(능동),7호선,37.556897,127.079338,광진구,능동
2726,중곡,7호선,37.565923,127.08432,광진구,중곡동
2725,용마산,7호선,37.573647,127.086727,중랑구,면목동
2724,사가정,7호선,37.580894,127.088478,중랑구,면목동
2723,면목,7호선,37.588579,127.087503,중랑구,면목동
2722,상봉(시외버스터미널),7호선,37.595577,127.085716,중랑구,상봉동
2721,중화,7호선,37.602545,127.079264,중랑구,중화동
2720,먹골,7호선,37.610637,127.077725,중랑구,묵동
2719,태릉입구,7호선,37.618294,127.075397,노원구,공릉동
2718,공릉(서울과학기술대),7호선,37.625742,127.072896,노원구,공릉동
2717,하계,7호선,37.636352,127.06799,노원구,하계동
2716,중계,7호선,37.644583,127.064303,노원구,중계동
2715,노원,7호선,37.654836,127.060462,노원구,상계동
2714,마들,7호선,37.66494,127.057675,노원구,상계동
2713,수락산,7호선,37.67785,127.055315,노원구,상계동
2712,도봉산,7호선,37.689241,127.046509,도봉구,도봉동
2711,장암,7호선,37.700109,127.053196,의정부시,장암동
2649,신내,6호선,37.613174,127.102231,중랑구,신내동
2648,봉화산(서울의료원),6호선,37.617283,127.091401,중랑구,신내동
2647,화랑대(서울여대입구),6호선,37.620064,127.084689,노원구,공릉동
2646,태릉입구,6호선,37.617338,127.074735,노원구,공릉동
2645,석계,6호선,37.614872,127.065595,성북구,석관동
2644,돌곶이,6호선,37.610537,127.056431,성북구,장위동
2643,상월곡(한국과학기술연구원),6호선,37.606377,127.048491,성북구,상월곡동
2642,월곡(동덕여대),6호선,37.601948,127.041518,성북구,하월곡동
2641,고려대(종암),6호선,37.590508,127.036296,동대문구,제기동
2640,안암(고대병원앞),6호선,37.586272,127.029005,성북구,안암동5가
2639,보문,6호선,37.585274,127.019351,성북구,보문동2가
2638,창신,6호선,37.579661,127.015241,종로구,창신동
2637,동묘앞,6호선,37.572279,127.015653,종로구,창신동
2636,신당,6호선,37.566154,127.016146,중구,흥인동
2635,청구,6호선,37.560608,127.013986,중구,신당동
2634,약수,6호선,37.554263,127.010358,중구,신당동
2633,버티고개,6호선,37.548013,127.007055,중구,신당동
2632,한강진,6호선,37.539631,127.001725,용산구,한남동
2631,이태원,6호선,37.534488,126.994302,용산구,이태원동
2630,녹사평(용산구청),6호선,37.534675,126.986695,용산구,용산동4가
2629,삼각지,6호선,37.535534,126.974032,용산구,한강로1가
2628,효창공원앞,6호선,37.539233,126.961384,용산구,효창동
2627,공덕,6호선,37.543555,126.951678,마포구,공덕동
2626,대흥(서강대앞),6호선,37.547771,126.942069,마포구,대흥동
2625,광흥창(서강),6호선,37.547456,126.931993,마포구,창전동
2624,상수,6호선,37.547716,126.922852,마포구,상수동
2623,합정,6호선,37.549209,126.913366,마포구,합정동
2622,망원,6호선,37.556094,126.910052,마포구,서교동
2621,마포구청,6호선,37.563515,126.903343,마포구,성산동
2620,월드컵경기장(성산),6호선,37.569532,126.899298,마포구,성산동
2619,디지털미디어시티,6호선,37.576108,126.901391,마포구,상암동
2618,증산(명지대앞),6호선,37.583876,126.909645,은평구,증산동
2617,새절(신사),6호선,37.591148,126.913629,은평구,신사동
2616,구산,6호선,37.611377,126.91727,은평구,갈현동
2615,연신내,6호선,37.618636,126.920625,은평구,대조동
2614,독바위,6호선,37.618456,126.933031,은평구,불광동
2613,불광,6호선,37.610873,126.92939,은평구,대조동
2612,역촌,6호선,37.606021,126.922744,은평구,녹번동
2611,응암,6호선,37.598605,126.915577,은평구,신사동
2566,하남시청(덕풍-신장),5호선,37.54205,127.20612,하남시,덕풍동
2565,하남검단산,5호선,37.53972,127.22345,하남시,창우동
2564,하남풍산,5호선,37.552034,127.203864,하남시,덕풍동
2563,미사,5호선,37.560927,127.193877,하남시,망월동
2562,강일,5호선,37.55749,127.17593,강동구,강일동
2561,마천,5호선,37.49499,127.152781,송파구,마천동
2560,거여,5호선,37.493105,127.14415,송파구,거여동
2559,개롱,5호선,37.498079,127.13482,송파구,가락동
2558,오금,5호선,37.502057,127.127938,송파구,가락동
2557,방이,5호선,37.508857,127.126133,송파구,방이동
2556,올림픽공원(한국체대),5호선,37.516201,127.130923,송파구,방이동
2555,둔촌동,5호선,37.527788,127.136248,강동구,성내동
2554,상일동,5호선,37.556712,127.166417,강동구,상일동
2553,고덕,5호선,37.555004,127.154151,강동구,명일동
2552,명일,5호선,37.55137,127.143999,강동구,명일동
2551,굽은다리(강동구민회관앞),5호선,37.545477,127.142853,강동구,천호동
2550,길동,5호선,37.537801,127.140004,강동구,길동
2549,강동,5호선,37.535804,127.132481,강동구,성내동
2548,천호(풍납토성),5호선,37.53864,127.123308,송파구,풍납동
2547,광나루(장신대),5호선,37.545303,127.10357,광진구,광장동
2546,아차산(어린이대공원후문),5호선,37.551691,127.089761,광진구,구의동
2545,군자(능동),5호선,37.557088,127.079577,광진구,능동
2544,장한평,5호선,37.56144,127.064623,성동구,용답동
2543,답십리,5호선,37.566747,127.052704,성동구,용답동
2542,마장,5호선,37.5661,127.042973,성동구,마장동
2541,왕십리(성동구청),5호선,37.56184,127.037059,성동구,행당동
2540,행당,5호선,37.557322,127.029476,성동구,행당동
2539,신금호,5호선,37.554548,127.020331,성동구,금호동1가
2538,청구,5호선,37.560276,127.013639,중구,신당동
2537,동대문역사문화공원,5호선,37.564665,127.005353,중구,광희동1가
2536,을지로4가,5호선,37.567352,126.998032,중구,주교동
2535,종로3가,5호선,37.57254,126.990305,종로구,돈의동
2534,광화문(세종문화회관),5호선,37.571525,126.97717,종로구,세종로
2533,서대문,5호선,37.565773,126.966641,서대문구,충정로2가
2532,충정로(경기대입구),5호선,37.560236,126.9629,서대문구,충정로3가
2531,애오개,5호선,37.553736,126.95682,마포구,아현동
2530,공덕,5호선,37.544431,126.951372,마포구,공덕동
2529,마포,5호선,37.539574,126.945932,마포구,도화동
2528,여의나루,5호선,37.527098,126.932901,영등포구,여의도동
2527,여의도,5호선,37.521747,126.924357,영등포구,여의도동
2526,신길,5호선,37.517623,126.914839,영등포구,영등포동1가
2525,영등포시장,5호선,37.522669,126.905139,영등포구,영등포동5가
2524,영등포구청,5호선,37.5242,126.89503,영등포구,당산동2가
2523,양평,5호선,37.525569,126.886129,영등포구,양평동2가
2522,오목교(목동운동장앞),5호선,37.524496,126.875181,양천구,목동
2521,목동,5호선,37.526065,126.864931,양천구,목동
2520,신정(은행정),5호선,37.524997,126.856191,양천구,신정동
2519,까치산,5호선,37.531768,126.846683,강서구,화곡동
2518,화곡,5호선,37.541513,126.840461,강서구,화곡동
2517,우장산,5호선,37.548768,126.836318,강서구,내발산동
2516,발산,5호선,37.558598,126.837668,강서구,내발산동
2515,마곡,5호선,37.560183,126.825448,강서구,마곡동
2514,송정,5호선,37.561184,126.811973,강서구,공항동
2513,김포공항,5호선,37.562384,126.801292,강서구,방화동
2512,개화산,5호선,37.572399,126.806171,강서구,방화동
2511,방화,5호선,37.577446,126.812741,강서구,방화동
1982,부천종합운동장,서해선,37.505457,126.797289,부천시 원미구,춘의동
1981,원종,서해선,37.5239,126.8049,부천시 오정구,원종동
1980,김포공항,서해선,37.5617,126.8041,강서구,방화동
1958,대화,일산선,37.676087,126.747569,고양시 일산서구,대화동
1957,주엽,일산선,37.670072,126.761334,고양시 일산서구,주엽동
1956,정발산,일산선,37.659477,126.773359,고양시 일산동구,장항동
1955,마두,일산선,37.652206,126.77762,고양시 일산동구,장항동
1954,백석,일산선,37.643114,126.78787,고양시 일산동구,백석동
1953,대곡,일산선,37.631626,126.811024,고양시 덕양구,대장동
1952,화정,일산선,37.634592,126.83265,고양시 덕양구,화정동
1951,원당,일산선,37.653324,126.843041,고양시 덕양구,성사동
1950,삼송,일산선,37.653083,126.895558,고양시 덕양구,삼송동
1949,지축,일산선,37.648017,126.91397,고양시 덕양구,지축동
1948,원흥,일산선,37.650658,126.872642,고양시 덕양구,원흥동
1916,소요산,경원선,37.9481,127.061034,동두천시,상봉암동
1915,동두천,경원선,37.927878,127.05479,동두천시,동두천동
1914,보산,경원선,37.913702,127.057277,동두천시,보산동
1913,동두천중앙,경원선,37.901885,127.056482,동두천시,생연동
1912,지행,경원선,37.892334,127.055716,동두천시,지행동
1911,덕정,경원선,37.843188,127.061277,양주시,덕정동
1910,덕계,경원선,37.818486,127.056486,양주시,덕계동
1909,양주,경원선,37.774381,127.044708,양주시,남방동
1908,녹양,경원선,37.75938,127.042292,의정부시,녹양동
1907,가능,경원선,37.748577,127.044213,의정부시,가능동
1906,의정부,경원선,37.738415,127.045958,의정부시,의정부동
1905,회룡,경원선,37.724416,127.04736,의정부시,호원동
1904,망월사,경원선,37.709914,127.047455,의정부시,호원동
1903,도봉산,경원선,37.689534,127.046049,도봉구,도봉동
1902,도봉,경원선,37.679563,127.045595,도봉구,도봉동
1901,방학,경원선,37.667503,127.044273,도봉구,방학동
1891,인천,수인선,37.476403,126.617326,중구,북성동2가
1890,신포,수인선,37.46874,126.623853,중구,항동7가
1889,숭의,수인선,37.460789,126.638297,미추홀구,용현동
1888,인하대,수인선,37.448493,126.649619,미추홀구,용현동
1886,송도,수인선,37.428514,126.657772,연수구,옥련동
1885,연수,수인선,37.417804,126.67894,연수구,연수동
1884,원인재,수인선,37.413049,126.686648,연수구,연수동
1883,남동인더스파크,수인선,37.407722,126.695216,남동구,고잔동
1882,호구포,수인선,37.401637,126.708627,남동구,논현동
1881,인천논현,수인선,37.400614,126.722478,남동구,논현동
1880,소래포구,수인선,37.40095,126.733522,남동구,논현동
1879,월곶,수인선,37.391769,126.742699,시흥시,월곶동
1878,달월,수인선,37.379681,126.745177,시흥시,월곶동
1877,사리,수인선,37.28998,126.85685,안산시 상록구,사동
1876,야목,수인선,37.264179,126.879483,화성시,매송면
1875,어천,수인선,37.250102,126.90879,화성시,매송면
1874,오목천,수인선,37.24304,126.963676,수원시 권선구,오목천동
1873,고색,수인선,37.24963,126.980248,수원시 권선구,고색동
1872,매교,분당선,37.265481,127.015678,수원시 팔달구,매교동
1871,수원시청,분당선,37.261911,127.030736,수원시 권선구,권선동
1870,매탄권선,분당선,37.252759,127.040566,수원시 영통구,매탄동
1869,망포,분당선,37.245795,127.057353,수원시 영통구,영통동
1868,영통,분당선,37.251568,127.071394,수원시 영통구,영통동
1867,청명,분당선,37.259489,127.078934,수원시 영통구,영통동
1866,상갈,분당선,37.26181,127.108847,용인시 기흥구,상갈동
